a;0.09150522838814173
b;0.011174765762962242
c;0.029520053089979268
d;0.03660059163832827
e;0.1669747335190483
f;0.010295556713670296
g;0.0089401875396019
h;0.010612371914801081
i;0.07408414161826955
j;0.0036855543516161327
k;2.9994338568595178e-05
l;0.06505397106296186
m;0.028897670564680917
n;0.06613189260527076
o;0.05255008117217875
p;0.026618100833467682
q;0.010685483115062032
r;0.06499773167814575
s;0.08121529561295306
t;0.07338489860038917
u;0.062457586130617845
v;0.016225062519449454
w;9.373230802685993e-06
x;0.0038898907831146873
y;0.0031925224113948493
z;0.0012672608045231463
